timestamp,symbol,open,high,low,close,volume,vwap,trades,tstart,ttrue
2024-11-12T06:55:00.000000Z,DOGE/USD,0.4001365,0.4004019,0.3992795,0.3994722,982100.65668646,0.4000343,101,2024-11-12T06:50:00.000000000Z,2024-11-12T06:50:45.491220262Z
2024-11-12T06:10:00.000000Z,ETH/USD,3339.24,3345.46,3338.72,3345.35,11.69026057,3339.79,57,2024-11-12T06:05:00.000000000Z,2024-11-12T06:50:45.491459867Z
2024-11-12T06:15:00.000000Z,ETH/USD,3345.67,3345.76,3335.45,3340.62,152.61337665,3340.78,77,2024-11-12T06:10:00.000000000Z,2024-11-12T06:50:45.491459867Z
2024-11-12T06:20:00.000000Z,ETH/USD,3341.35,3341.35,3326.62,3328.58,62.88034801,3334.39,70,2024-11-12T06:15:00.000000000Z,2024-11-12T06:50:45.491459867Z
2024-11-12T06:25:00.000000Z,ETH/USD,3328.57,3336.44,3328.57,3331.23,45.31356978,3332.97,56,2024-11-12T06:20:00.000000000Z,2024-11-12T06:50:45.491459867Z
2024-11-12T06:30:00.000000Z,ETH/USD,3331.23,3335.71,3328.01,3332.52,5.71185715,3333.14,35,2024-11-12T06:25:00.000000000Z,2024-11-12T06:50:45.491459867Z
2024-11-12T06:35:00.000000Z,ETH/USD,3330.3,3344.7,3327.6,3344.7,114.90115975,3330.84,69,2024-11-12T06:30:00.000000000Z,2024-11-12T06:50:45.491459867Z
2024-11-12T06:40:00.000000Z,ETH/USD,3344.7,3345.99,3342.41,3342.51,6.74764273,3344.31,30,2024-11-12T06:35:00.000000000Z,2024-11-12T06:50:45.491459867Z
2024-11-12T06:45:00.000000Z,ETH/USD,3342.51,3373.0,3342.51,3373.0,112.34647112,3364.25,183,2024-11-12T06:40:00.000000000Z,2024-11-12T06:50:45.491459867Z
2024-11-12T06:50:00.000000Z,ETH/USD,3373.0,3396.0,3372.99,3396.0,219.82936989,3383.28,248,2024-11-12T06:45:00.000000000Z,2024-11-12T06:50:45.491459867Z
2024-11-12T06:55:00.000000Z,ETH/USD,3394.37,3394.37,3388.38,3392.69,527.81960302,3391.15,48,2024-11-12T06:50:00.000000000Z,2024-11-12T06:50:45.491459867Z
2024-11-12T06:10:00.000000Z,SOL/USD,218.33,219.51,218.33,219.5,7414.6228659,219.3,213,2024-11-12T06:05:00.000000000Z,2024-11-12T06:50:45.491644890Z
2024-11-12T06:15:00.000000Z,SOL/USD,219.45,219.45,218.86,219.16,353.37160451,218.95,37,2024-11-12T06:10:00.000000000Z,2024-11-12T06:50:45.491644890Z
2024-11-12T06:20:00.000000Z,SOL/USD,219.04,219.06,218.02,218.42,560.95324744,218.39,60,2024-11-12T06:15:00.000000000Z,2024-11-12T06:50:45.491644890Z
2024-11-12T06:25:00.000000Z,SOL/USD,218.4,218.87,218.4,218.82,1293.8389517,218.66,54,2024-11-12T06:20:00.000000000Z,2024-11-12T06:50:45.491644890Z
2024-11-12T06:30:00.000000Z,SOL/USD,218.85,218.97,218.51,218.74,371.78537663,218.8,37,2024-11-12T06:25:00.000000000Z,2024-11-12T06:50:45.491644890Z
2024-11-12T06:35:00.000000Z,SOL/USD,218.46,219.31,218.3,219.26,467.09930288,218.46,79,2024-11-12T06:30:00.000000000Z,2024-11-12T06:50:45.491644890Z
2024-11-12T06:40:00.000000Z,SOL/USD,219.32,219.32,218.89,219.1,566.98302434,219.0,58,2024-11-12T06:35:00.000000000Z,2024-11-12T06:50:45.491644890Z
2024-11-12T06:45:00.000000Z,SOL/USD,219.11,219.87,219.09,219.87,510.52864407,219.7,83,2024-11-12T06:40:00.000000000Z,2024-11-12T06:50:45.491644890Z
2024-11-12T06:50:00.000000Z,SOL/USD,219.9,221.0,219.82,221.0,5254.69491561,220.36,329,2024-11-12T06:45:00.000000000Z,2024-11-12T06:50:45.491644890Z
2024-11-12T06:55:00.000000Z,SOL/USD,220.9,220.9,220.75,220.79,223.93096934,220.78,11,2024-11-12T06:50:00.000000000Z,2024-11-12T06:50:45.491644890Z
2024-11-12T06:55:00.000000Z,ETH/USD,3394.37,3394.37,3388.38,3389.55,527.84498722,3391.15,49,2024-11-12T06:50:00.000000000Z,2024-11-12T06:50:46.431145615Z
2024-11-12T06:55:00.000000Z,BTC/USD,89783.0,89783.1,89683.1,89704.9,5.98489037,89756.0,96,2024-11-12T06:50:00.000000000Z,2024-11-12T06:50:46.531702789Z
2024-11-12T06:55:00.000000Z,BTC/USD,89783.0,89783.1,89683.1,89719.0,5.98496147,89756.0,97,2024-11-12T06:50:00.000000000Z,2024-11-12T06:50:46.986744774Z
2024-11-12T06:55:00.000000Z,BTC/USD,89783.0,89783.1,89683.1,89734.0,5.98504257,89756.0,98,2024-11-12T06:50:00.000000000Z,2024-11-12T06:50:47.427197554Z
2024-11-12T06:55:00.000000Z,DOGE/USD,0.4001365,0.4004019,0.3992795,0.3997167,982161.90608646,0.4000342,102,2024-11-12T06:50:00.000000000Z,2024-11-12T06:50:48.368246455Z
2024-11-12T06:55:00.000000Z,DOGE/USD,0.4001365,0.4004019,0.3992795,0.3997167,982161.90617971,0.4000342,103,2024-11-12T06:50:00.000000000Z,2024-11-12T06:50:48.446061796Z
2024-11-12T06:55:00.000000Z,BTC/USD,89783.0,89783.1,89683.1,89783.1,6.00896258,89756.1,101,2024-11-12T06:50:00.000000000Z,2024-11-12T06:50:49.241822662Z
2024-11-12T06:55:00.000000Z,DOGE/USD,0.4001365,0.4004019,0.3992795,0.4003681,983042.10485912,0.4000345,104,2024-11-12T06:50:00.000000000Z,2024-11-12T06:50:49.483357898Z
2024-11-12T06:55:00.000000Z,DOGE/USD,0.4001365,0.4013255,0.3992795,0.4013255,984054.64953919,0.4000359,105,2024-11-12T06:50:00.000000000Z,2024-11-12T06:50:50.651304363Z
2024-11-12T06:55:00.000000Z,DOGE/USD,0.4001365,0.4013255,0.3992795,0.4007124,987849.64953919,0.4000385,107,2024-11-12T06:50:00.000000000Z,2024-11-12T06:50:51.693444205Z
2024-11-12T06:55:00.000000Z,BTC/USD,89783.0,89783.1,89683.1,89783.0,6.01040549,89756.1,106,2024-11-12T06:50:00.000000000Z,2024-11-12T06:50:52.932508191Z
2024-11-12T06:55:00.000000Z,ETH/USD,3394.37,3394.37,3388.38,3390.88,528.02225699,3391.15,52,2024-11-12T06:50:00.000000000Z,2024-11-12T06:50:53.956035316Z
2024-11-12T06:55:00.000000Z,ETH/USD,3394.37,3394.37,3388.38,3391.18,529.43779521,3391.15,53,2024-11-12T06:50:00.000000000Z,2024-11-12T06:50:54.101918747Z
2024-11-12T06:55:00.000000Z,BTC/USD,89783.0,89783.1,89683.1,89783.1,6.01094609,89756.1,107,2024-11-12T06:50:00.000000000Z,2024-11-12T06:50:54.656519931Z
2024-11-12T06:55:00.000000Z,DOGE/USD,0.4001365,0.4013255,0.3992795,0.4003618,988146.2063036,0.4000386,108,2024-11-12T06:50:00.000000000Z,2024-11-12T06:50:55.876073605Z
