side,ts_event,ts_recv,price,size,action,order_id,symbol
a,2024-11-12T06:50:51.144754959Z,2024-11-11 23:50:50.774840,3393.26,0.434709,delete,OGDSC5-KSLLO-O5776D,ETH/USD
b,2024-11-12T06:50:51.146509937Z,2024-11-11 23:50:50.774932,89783.0,0.04454749,add,OQ2DT6-YRTON-JH26KI,BTC/USD
a,2024-11-12T06:50:51.148532531Z,2024-11-11 23:50:50.775024,3393.06,0.434709,add,OK5A77-ZWK4I-ORBPCV,ETH/USD
a,2024-11-12T06:50:51.148780753Z,2024-11-11 23:50:50.775150,0.4013256,35051.8,delete,ONLEJA-IADIA-HE4GCQ,DOGE/USD
a,2024-11-12T06:50:49.590237601Z,2024-11-11 23:50:50.775150,0.4017419,2618.19458882,add,OMYUKL-NJUEY-BKNGHW,DOGE/USD
a,2024-11-12T06:50:51.151152406Z,2024-11-11 23:50:50.775280,3393.08,2.7,delete,O64TCK-NRLXU-LIEQ6X,ETH/USD
b,2024-11-12T06:50:51.155743924Z,2024-11-11 23:50:50.775464,3391.65,52.48173781,add,OIFXNI-RBURY-WM7AAE,ETH/USD
a,2024-11-12T06:50:51.155763807Z,2024-11-11 23:50:50.775606,3393.07,73.67965976,add,OC3ZEU-64KSL-6ZYONO,ETH/USD
a,2024-11-12T06:50:50.897036995Z,2024-11-11 23:50:50.775913,89832.8,0.01147803,delete,OMOLGE-N7VR4-6S2FFO,BTC/USD
a,2024-11-12T06:50:04.744759001Z,2024-11-11 23:50:50.775913,89836.9,7.12e-05,add,O3YIIX-V5NDI-DDABBK,BTC/USD
b,2024-11-12T06:50:51.158344950Z,2024-11-11 23:50:50.776085,3391.72,2.7,add,O7QB6T-WXKX4-KXAXO6,ETH/USD
b,2024-11-12T06:50:51.158369067Z,2024-11-11 23:50:50.776247,3391.58,2.7,add,OFHTUY-OZHFV-C2DX7W,ETH/USD
b,2024-11-12T06:50:51.159577573Z,2024-11-11 23:50:50.776773,89772.8,0.04454749,delete,OLWO2E-BQT3Q-HG2PD5,BTC/USD
b,2024-11-12T06:50:49.497912836Z,2024-11-11 23:50:50.776773,89760.9,0.234904,add,O6WW4K-RS6WT-GNXFW7,BTC/USD
a,2024-11-12T06:50:51.162119407Z,2024-11-11 23:50:50.777004,0.4016253,35030.6,add,OUCXF5-IIUZH-OTQKFY,DOGE/USD
a,2024-11-12T06:50:51.168200049Z,2024-11-11 23:50:50.778704,3393.07,73.67965976,delete,OC3ZEU-64KSL-6ZYONO,ETH/USD
a,2024-11-12T06:50:51.168749016Z,2024-11-11 23:50:50.778901,0.4017132,293711.21708475,delete,OPDMSJ-XAJIK-75QSUX,DOGE/USD
a,2024-11-12T06:49:50.737854372Z,2024-11-11 23:50:50.778901,0.4019568,6184.72097881,add,OJCMZW-FGTHR-PB2QHG,DOGE/USD
a,2024-11-12T06:50:51.169055185Z,2024-11-11 23:50:50.779079,89830.8,0.234837,add,OTNGSI-BJ3CC-VX6E2H,BTC/USD
a,2024-11-12T06:50:51.171848467Z,2024-11-11 23:50:50.779284,3393.07,1.0,delete,ONO5DU-V57RX-3ZUUBG,ETH/USD
a,2024-11-12T06:50:51.053334958Z,2024-11-11 23:50:50.779284,3393.83,0.72912968,add,OSCMJU-AJ7KM-4ZPDTF,ETH/USD
a,2024-11-12T06:50:51.172463556Z,2024-11-11 23:50:50.779652,3392.65,73.68889972,add,O4XTIN-ZTUET-FMWZOH,ETH/USD
b,2024-11-12T06:50:51.173273302Z,2024-11-11 23:50:50.779891,3391.27,52.48763591,delete,O5T3XZ-LIBTU-4VOWF6,ETH/USD
b,2024-11-12T06:50:50.422662434Z,2024-11-11 23:50:50.779891,3390.87,2.7,add,O4H74H-7MH2K-MJIU3P,ETH/USD
b,2024-11-12T06:50:51.174912973Z,2024-11-11 23:50:50.780866,3391.58,2.7,delete,OFHTUY-OZHFV-C2DX7W,ETH/USD
a,2024-11-12T06:50:51.175541432Z,2024-11-11 23:50:50.781004,3392.65,73.68889972,delete,O4XTIN-ZTUET-FMWZOH,ETH/USD
a,2024-11-12T06:50:51.053334958Z,2024-11-11 23:50:50.781004,3393.83,0.72912968,add,OSCMJU-AJ7KM-4ZPDTF,ETH/USD
a,2024-11-12T06:50:51.175648618Z,2024-11-11 23:50:50.781091,221.12,45.22517176,delete,OIWRGT-RGFAJ-JDS2MU,SOL/USD
a,2024-11-12T06:50:51.176786182Z,2024-11-11 23:50:50.782539,0.401663,20477.25473004,delete,ORY3MH-AJKBN-3NOQNF,DOGE/USD
a,2024-11-12T06:50:50.824245813Z,2024-11-11 23:50:50.782539,0.402032,41.41200542,add,OAD4Z3-Z2CML-GVT57W,DOGE/USD
b,2024-11-12T06:50:51.177000537Z,2024-11-11 23:50:50.790205,3391.72,2.7,delete,O7QB6T-WXKX4-KXAXO6,ETH/USD
b,2024-11-12T06:50:50.707284914Z,2024-11-11 23:50:50.790205,3390.75,4.77708429,add,ORUJ34-GJC7L-72KR54,ETH/USD
b,2024-11-12T06:50:50.708744871Z,2024-11-11 23:50:50.790205,3390.75,4.77708429,add,OOW23Z-QOY5K-BFLWU4,ETH/USD
b,2024-11-12T06:50:51.178744724Z,2024-11-11 23:50:50.790439,3391.58,52.48285624,add,OCCFXK-TT3JH-XAYDWK,ETH/USD
b,2024-11-12T06:50:51.179558084Z,2024-11-11 23:50:50.790840,3391.65,2.7,add,O3ZAJB-R7RU7-RRFPPR,ETH/USD
b,2024-11-12T06:50:51.180892295Z,2024-11-11 23:50:50.791018,3391.68,2.7,add,O4P2AL-JHFNS-O7GZJB,ETH/USD
b,2024-11-12T06:50:51.181291036Z,2024-11-11 23:50:50.791120,3391.58,2.7,delete,OCX7X5-OW2OF-V6IT5E,ETH/USD
b,2024-11-12T06:50:51.191034837Z,2024-11-11 23:50:50.791212,3391.65,52.48173781,delete,OIFXNI-RBURY-WM7AAE,ETH/USD
b,2024-11-12T06:50:51.193644878Z,2024-11-11 23:50:50.791544,3391.65,2.7,delete,O3ZAJB-R7RU7-RRFPPR,ETH/USD
b,2024-11-12T06:50:50.707284914Z,2024-11-11 23:50:50.791544,3390.75,4.77708429,add,ORUJ34-GJC7L-72KR54,ETH/USD
b,2024-11-12T06:50:50.708744871Z,2024-11-11 23:50:50.791544,3390.75,4.77708429,add,OOW23Z-QOY5K-BFLWU4,ETH/USD
b,2024-11-12T06:50:51.208627323Z,2024-11-11 23:50:50.801502,89768.1,0.03734994,delete,OVYOGB-HUZD3-I5SKSN,BTC/USD
b,2024-11-12T06:50:47.434952514Z,2024-11-11 23:50:50.801502,89756.0,0.3375,add,O3BVNY-UGGHQ-J56JKI,BTC/USD
b,2024-11-12T06:50:47.553635581Z,2024-11-11 23:50:50.801502,89756.0,0.0019,add,O7L3CE-Y2YTX-AC6ZB2,BTC/USD
a,2024-11-12T06:50:51.211643763Z,2024-11-11 23:50:50.804675,3393.59,0.36,add,OEYX7M-VB552-VEXWCT,ETH/USD
b,2024-11-12T06:50:51.221819212Z,2024-11-11 23:50:50.814546,0.400293,77020.1820576,delete,OQNVYX-IVYLA-RBKFJC,DOGE/USD
b,2024-11-12T06:50:50.892088779Z,2024-11-11 23:50:50.814546,0.3999441,47942.0743777,add,OIYLE3-CMR7H-YRII4Y,DOGE/USD
b,2024-11-12T06:50:51.226077849Z,2024-11-11 23:50:50.818487,0.4006224,4000.0,add,OQQG4C-GGLKT-7P7DJU,DOGE/USD
a,2024-11-12T06:50:51.229720601Z,2024-11-11 23:50:50.822427,3393.06,2.7,add,OMKSVK-VVKYL-73S2R4,ETH/USD
a,2024-11-12T06:50:51.232827336Z,2024-11-11 23:50:50.825511,3392.9,2.7,add,OJF2H7-GN4YD-SOUWMZ,ETH/USD
b,2024-11-12T06:50:51.233475273Z,2024-11-11 23:50:50.826032,3391.66,52.48152243,add,OOMZ7A-S3LWI-KVODZY,ETH/USD
a,2024-11-12T06:50:51.233497653Z,2024-11-11 23:50:50.849646,3392.64,73.68898946,add,ODPCOO-J3H24-CW64AY,ETH/USD
a,2024-11-12T06:50:51.234622596Z,2024-11-11 23:50:50.849808,3393.23,73.67618556,delete,OCUNIR-36677-WJJP7Y,ETH/USD
a,2024-11-12T06:50:50.416185937Z,2024-11-11 23:50:50.849808,3393.71,0.84574642,add,O56JNF-WBUAT-HQUWZ5,ETH/USD
b,2024-11-12T06:50:51.237638226Z,2024-11-11 23:50:50.849982,3391.68,2.7,delete,O4P2AL-JHFNS-O7GZJB,ETH/USD
b,2024-11-12T06:50:50.707284914Z,2024-11-11 23:50:50.849982,3390.75,4.77708429,add,ORUJ34-GJC7L-72KR54,ETH/USD
b,2024-11-12T06:50:50.708744871Z,2024-11-11 23:50:50.849982,3390.75,4.77708429,add,OOW23Z-QOY5K-BFLWU4,ETH/USD
b,2024-11-12T06:50:51.237648522Z,2024-11-11 23:50:50.850101,3391.66,52.48152243,delete,OOMZ7A-S3LWI-KVODZY,ETH/USD
b,2024-11-12T06:50:50.061055708Z,2024-11-11 23:50:50.850101,3390.7,0.72912968,add,OPSJOQ-HKUZL-7FD7HE,ETH/USD
a,2024-11-12T06:50:51.237895190Z,2024-11-11 23:50:50.850230,3392.64,73.68898946,delete,ODPCOO-J3H24-CW64AY,ETH/USD
a,2024-11-12T06:50:51.053334958Z,2024-11-11 23:50:50.850230,3393.83,0.72912968,add,OSCMJU-AJ7KM-4ZPDTF,ETH/USD
b,2024-11-12T06:50:51.241327412Z,2024-11-11 23:50:50.850324,0.4005823,2193.75,add,OGD2XH-NKEAH-T3N7TY,DOGE/USD
b,2024-11-12T06:50:51.241551725Z,2024-11-11 23:50:50.850455,0.4006224,2193.75,add,OV7KI3-2JHDC-YTWVK4,DOGE/USD
b,2024-11-12T06:50:51.241888195Z,2024-11-11 23:50:50.850556,0.4006225,10954.70230596,add,O46GFZ-OLK7T-D3TBTJ,DOGE/USD
a,2024-11-12T06:50:51.242451985Z,2024-11-11 23:50:50.850647,0.4011441,2193.75,add,OJYX4U-5XJTB-OY7AW3,DOGE/USD
b,2024-11-12T06:50:51.244187772Z,2024-11-11 23:50:50.850737,3391.58,2.7,add,OLVFLG-TGN7G-MO37U3,ETH/USD
b,2024-11-12T06:50:51.244649052Z,2024-11-11 23:50:50.850891,3391.59,2.7,add,O7YKIA-GH7H7-LCFNAW,ETH/USD
a,2024-11-12T06:50:51.244661952Z,2024-11-11 23:50:50.851031,0.4013446,2193.75,add,ODTQWD-FUAGQ-MQJO3J,DOGE/USD
a,2024-11-12T06:50:51.247124831Z,2024-11-11 23:50:50.851181,0.4015451,2193.75,add,OJ33X7-B7FOE-VML2MC,DOGE/USD
a,2024-11-12T06:50:51.249485037Z,2024-11-11 23:50:50.851328,0.4016253,2193.75,add,OJSYLO-RIWB6-4CZF64,DOGE/USD
a,2024-11-12T06:50:51.251777518Z,2024-11-11 23:50:50.851590,3393.24,0.434709,delete,OAGZ67-T3OYB-C2DCTT,ETH/USD
a,2024-11-12T06:50:50.708815137Z,2024-11-11 23:50:50.851590,3393.9,4.77708429,add,OFALNM-GSW76-3EPKJ3,ETH/USD
a,2024-11-12T06:50:50.708759407Z,2024-11-11 23:50:50.851590,3393.9,4.77708429,add,O2N6FS-XCDVC-643RUY,ETH/USD
a,2024-11-12T06:50:51.257653728Z,2024-11-11 23:50:50.851748,89828.0,0.01147803,add,OMOLGE-N7VR4-6S2FFO,BTC/USD
a,2024-11-12T06:50:51.264046535Z,2024-11-11 23:50:50.867113,0.4011032,2193.75,add,OL5JVF-C2H3Y-A3MKU5,DOGE/USD
a,2024-11-12T06:50:51.264171717Z,2024-11-11 23:50:50.867242,3393.16,0.11792523,add,OK6UCE-UPA3Y-AX4UNK,ETH/USD
a,2024-11-12T06:50:51.267409903Z,2024-11-11 23:50:50.867369,3392.89,0.434709,add,OIJAFM-UMLJS-IS6RZZ,ETH/USD
b,2024-11-12T06:50:51.267436689Z,2024-11-11 23:50:50.867525,0.4002817,10954.70230596,delete,OWAYZ7-Q2FIP-564YWG,DOGE/USD
b,2024-11-12T06:50:49.785139904Z,2024-11-11 23:50:50.867525,0.4001959,9595.39421078,add,OFQOX7-ETKBX-WSVBZ6,DOGE/USD
b,2024-11-12T06:50:51.267741411Z,2024-11-11 23:50:50.867668,0.4002825,4000.0,delete,OTHQY7-LY3C7-5KOU63,DOGE/USD
b,2024-11-12T06:50:51.112431330Z,2024-11-11 23:50:50.867668,0.3999442,39564.55384014,add,OESCBV-Y7POT-YARPRS,DOGE/USD
a,2024-11-12T06:50:51.278298874Z,2024-11-11 23:50:50.871566,221.1,45.22964623,add,O5E6XA-PRZMR-ACOJ6Z,SOL/USD
a,2024-11-12T06:50:51.289335536Z,2024-11-11 23:50:50.882002,0.4011032,2193.75,delete,OL5JVF-C2H3Y-A3MKU5,DOGE/USD
a,2024-11-12T06:50:50.060456127Z,2024-11-11 23:50:50.882002,0.401655,52074.32203981,add,OMSZW7-IR2AS-M22T3E,DOGE/USD
b,2024-11-12T06:50:51.303034234Z,2024-11-11 23:50:50.896043,0.4006425,2193.75,add,OY7FHT-WBYL6-V3PGZS,DOGE/USD
b,2024-11-12T06:50:51.305835317Z,2024-11-11 23:50:50.898387,0.4006487,7290.0,add,OJQV72-CH5MQ-3IPVRD,DOGE/USD
b,2024-11-12T06:50:51.307329863Z,2024-11-11 23:50:50.900225,0.4006435,4000.0,add,OKACZ2-DBKPM-XO4TNC,DOGE/USD
b,2024-11-12T06:50:51.308220894Z,2024-11-11 23:50:50.900882,0.4006687,2193.75,add,O6JQIV-Z4FLL-MYXXJD,DOGE/USD
b,2024-11-12T06:50:51.310543024Z,2024-11-11 23:50:50.903259,0.4006687,2193.75,add,OZA6AB-N3JKX-BN7B2A,DOGE/USD
b,2024-11-12T06:50:51.334783549Z,2024-11-11 23:50:50.928797,3391.59,2.7,delete,O7YKIA-GH7H7-LCFNAW,ETH/USD
b,2024-11-12T06:50:50.061055708Z,2024-11-11 23:50:50.928797,3390.7,0.72912968,add,OPSJOQ-HKUZL-7FD7HE,ETH/USD
b,2024-11-12T06:50:51.334801788Z,2024-11-11 23:50:50.928889,3391.58,2.7,delete,OLVFLG-TGN7G-MO37U3,ETH/USD
b,2024-11-12T06:50:51.337154579Z,2024-11-11 23:50:50.930403,3391.68,6.3,add,OYM7LH-Y4M2G-RB2LDA,ETH/USD
a,2024-11-12T06:50:51.257653728Z,2024-11-11 23:50:50.941970,89828.0,0.01147803,delete,OMOLGE-N7VR4-6S2FFO,BTC/USD
a,2024-11-12T06:50:50.097028074Z,2024-11-11 23:50:50.941970,89832.9,2.78294642,add,OPDZ34-T5IRA-SD3MRU,BTC/USD
a,2024-11-12T06:50:51.348813140Z,2024-11-11 23:50:50.942069,89830.7,0.01147803,add,OMOLGE-N7VR4-6S2FFO,BTC/USD
a,2024-11-12T06:50:51.370887959Z,2024-11-11 23:50:50.963464,3393.06,0.434709,delete,OK5A77-ZWK4I-ORBPCV,ETH/USD
a,2024-11-12T06:50:51.034711048Z,2024-11-11 23:50:50.980244,3393.26,0.0087801,delete,OQS3QQ-M7SGB-VFEJNZ,ETH/USD
a,2024-11-12T06:50:51.053334958Z,2024-11-11 23:50:50.980244,3393.83,0.72912968,add,OSCMJU-AJ7KM-4ZPDTF,ETH/USD
a,2024-11-12T06:50:51.387771115Z,2024-11-11 23:50:50.980346,3392.88,0.0087801,add,OQS3QQ-M7SGB-VFEJNZ,ETH/USD
a,2024-11-12T06:50:51.391926871Z,2024-11-11 23:50:50.986093,0.4013253,7433.0,delete,OFCSZD-7FOKL-RAXVVZ,DOGE/USD
a,2024-11-12T06:50:51.251726858Z,2024-11-11 23:50:50.986093,0.4016654,2193.75,add,OSB6CT-KPA6E-HWTM7Y,DOGE/USD
b,2024-11-12T06:50:51.397828901Z,2024-11-11 23:50:50.991014,0.4006435,4000.0,delete,OKACZ2-DBKPM-XO4TNC,DOGE/USD
b,2024-11-12T06:50:50.502848601Z,2024-11-11 23:50:50.991014,0.4002816,2166.00020199,add,OS7FNN-ZL4CD-UOBBTP,DOGE/USD
a,2024-11-12T06:50:51.402720343Z,2024-11-11 23:50:50.995276,3393.06,6.3,add,OV2XNT-BBL5T-5YPXFS,ETH/USD
b,2024-11-12T06:50:50.996325737Z,2024-11-11 23:50:51.004188,0.4002931,228.65110709,delete,OIECY6-FJ6KA-IZY7H2,DOGE/USD
b,2024-11-12T06:50:50.407265218Z,2024-11-11 23:50:51.004188,0.4002094,1002.17052867,add,OJRANP-WSOKL-BREMBJ,DOGE/USD
b,2024-11-12T06:50:51.410916005Z,2024-11-11 23:50:51.004356,0.4006688,228.43670502,add,OIECY6-FJ6KA-IZY7H2,DOGE/USD
a,2024-11-12T06:50:51.423721467Z,2024-11-11 23:50:51.016135,221.1,7.907,delete,OIOGM3-WSRDI-MB2TOB,SOL/USD
a,2024-11-12T06:50:51.430148918Z,2024-11-11 23:50:51.022713,0.4011019,2193.75,add,OS6D7M-AHPGV-KUUI2G,DOGE/USD
a,2024-11-12T06:50:51.442489240Z,2024-11-11 23:50:51.035265,221.11,2.13966547,delete,OWOMTQ-VGPH3-DQVPIR,SOL/USD
b,2024-11-12T06:50:51.444662408Z,2024-11-11 23:50:51.037094,0.4005914,9595.39421078,add,OJ5YUN-XHMU5-TYDEWC,DOGE/USD
b,2024-11-12T06:50:51.448314142Z,2024-11-11 23:50:51.042754,3391.58,52.48285624,delete,OCCFXK-TT3JH-XAYDWK,ETH/USD
b,2024-11-12T06:50:50.061055708Z,2024-11-11 23:50:51.042754,3390.7,0.72912968,add,OPSJOQ-HKUZL-7FD7HE,ETH/USD
b,2024-11-12T06:50:51.449692399Z,2024-11-11 23:50:51.043577,3391.47,52.48450587,delete,O4NMVK-RHDKI-SPH27C,ETH/USD
b,2024-11-12T06:50:49.355495523Z,2024-11-11 23:50:51.043577,3390.56,0.84574642,add,OSQDKV-7XYNX-EHM35J,ETH/USD
a,2024-11-12T06:50:51.455503934Z,2024-11-11 23:50:51.051501,221.1,45.22964623,delete,O5E6XA-PRZMR-ACOJ6Z,SOL/USD
b,2024-11-12T06:50:51.463593620Z,2024-11-11 23:50:51.067742,0.4005914,9595.39421078,delete,OJ5YUN-XHMU5-TYDEWC,DOGE/USD
b,2024-11-12T06:50:50.502848601Z,2024-11-11 23:50:51.067742,0.4002816,2166.00020199,add,OS7FNN-ZL4CD-UOBBTP,DOGE/USD
a,2024-11-12T06:50:51.467712025Z,2024-11-11 23:50:51.067913,221.09,45.23169071,add,OBJEBK-TYT6H-SQCY6Z,SOL/USD
b,2024-11-12T06:50:51.485655828Z,2024-11-11 23:50:51.078099,89759.9,0.02273989,add,O2WUP7-XHN5R-RWDPC5,BTC/USD
a,2024-11-12T06:50:51.503663892Z,2024-11-11 23:50:51.097756,221.09,45.23169071,delete,OBJEBK-TYT6H-SQCY6Z,SOL/USD
a,2024-11-12T06:03:26.373216624Z,2024-11-11 23:50:51.097756,221.14,0.6296258,add,O2ZKKK-LEA3Y-DY24OE,SOL/USD
b,2024-11-12T06:50:51.504461061Z,2024-11-11 23:50:51.097900,3390.75,4.77708429,delete,ORUJ34-GJC7L-72KR54,ETH/USD
b,2024-11-12T06:50:51.505772097Z,2024-11-11 23:50:51.104057,220.94,43.25532322,delete,OC55U6-KMMCL-XSDUXU,SOL/USD
b,2024-11-12T06:50:49.201851807Z,2024-11-11 23:50:51.104057,220.84,34.03580331,add,OV7JP3-3ZUUX-KRHZBU,SOL/USD
a,2024-11-12T06:50:51.512561696Z,2024-11-11 23:50:51.105459,221.11,135.6849189,add,OSLACW-HS5MJ-FNL4DA,SOL/USD
b,2024-11-12T06:50:51.514919134Z,2024-11-11 23:50:51.107892,220.88,43.25532322,delete,OIKOGG-IYTJ6-HVLF42,SOL/USD
b,2024-11-12T06:50:51.515304293Z,2024-11-11 23:50:51.108760,3390.75,4.77708429,delete,OOW23Z-QOY5K-BFLWU4,ETH/USD
b,2024-11-12T06:50:48.240861908Z,2024-11-11 23:50:51.108760,3390.3,2.7,add,OKZQV3-2HR5Q-TZJTLC,ETH/USD
b,2024-11-12T06:50:51.517164490Z,2024-11-11 23:50:51.116615,220.88,181.04286764,delete,O7IMSW-MYUTY-DUKQE7,SOL/USD
a,2024-11-12T06:50:51.522205342Z,2024-11-11 23:50:51.117933,221.11,7.601,add,O5LTOC-UG75G-BQVSLJ,SOL/USD
b,2024-11-12T06:50:51.540452639Z,2024-11-11 23:50:51.133626,0.4002816,2166.00020199,delete,OS7FNN-ZL4CD-UOBBTP,DOGE/USD
b,2024-11-12T06:50:49.785139904Z,2024-11-11 23:50:51.133626,0.4001959,9595.39421078,add,OFQOX7-ETKBX-WSVBZ6,DOGE/USD
a,2024-11-12T06:50:51.549927290Z,2024-11-11 23:50:51.143021,0.4011019,2193.75,add,O2TC6D-A34LA-H5FIW2,DOGE/USD
b,2024-11-12T06:50:51.553913939Z,2024-11-11 23:50:51.147157,0.4006487,7290.0,delete,OJQV72-CH5MQ-3IPVRD,DOGE/USD
b,2024-11-12T06:50:51.112431330Z,2024-11-11 23:50:51.147157,0.3999442,39564.55384014,add,OESCBV-Y7POT-YARPRS,DOGE/USD
b,2024-11-12T06:50:51.554874324Z,2024-11-11 23:50:51.147397,220.87,2.13966547,delete,OO2S3O-NSJMP-7WHX5H,SOL/USD
a,2024-11-12T06:50:51.574256526Z,2024-11-11 23:50:51.166980,221.11,2.13966547,add,ONQFLC-YDKXO-ZF2GQK,SOL/USD
a,2024-11-12T06:50:51.581710397Z,2024-11-11 23:50:51.174219,221.07,45.23563055,add,OV3F2S-E4GNG-MKJ3NE,SOL/USD
a,2024-11-12T06:50:51.600116534Z,2024-11-11 23:50:51.193119,0.4011,7290.0,add,ODMPZY-WXPLW-IPISN5,DOGE/USD
a,2024-11-12T06:50:51.602438283Z,2024-11-11 23:50:51.195323,0.40108,2193.75,add,OENUE4-HF2JZ-JCK2WU,DOGE/USD
a,2024-11-12T06:50:51.602483196Z,2024-11-11 23:50:51.195492,0.40106,2193.75,add,OCAQCS-KNSEK-XUJET7,DOGE/USD
a,2024-11-12T06:50:51.606897050Z,2024-11-11 23:50:51.199715,0.40106,2193.75,add,O7RWEC-QFH3Q-HXRRQG,DOGE/USD
a,2024-11-12T06:50:51.607177088Z,2024-11-11 23:50:51.199839,0.4011019,2193.75,delete,O2TC6D-A34LA-H5FIW2,DOGE/USD
a,2024-11-12T06:50:51.607718293Z,2024-11-11 23:50:51.200728,0.40108,2193.75,delete,OENUE4-HF2JZ-JCK2WU,DOGE/USD
a,2024-11-12T06:50:51.247124831Z,2024-11-11 23:50:51.200728,0.4015451,2193.75,add,OJ33X7-B7FOE-VML2MC,DOGE/USD
a,2024-11-12T06:50:51.610471770Z,2024-11-11 23:50:51.202702,221.07,45.23563055,delete,OV3F2S-E4GNG-MKJ3NE,SOL/USD
b,2024-11-12T06:50:51.621405268Z,2024-11-11 23:50:51.217639,89759.9,0.02273989,delete,O2WUP7-XHN5R-RWDPC5,BTC/USD
b,2024-11-12T06:50:47.434952514Z,2024-11-11 23:50:51.217639,89756.0,0.3375,add,O3BVNY-UGGHQ-J56JKI,BTC/USD
b,2024-11-12T06:50:47.553635581Z,2024-11-11 23:50:51.217639,89756.0,0.0019,add,O7L3CE-Y2YTX-AC6ZB2,BTC/USD
a,2024-11-12T06:50:51.348813140Z,2024-11-11 23:50:51.231642,89830.7,0.01147803,delete,OMOLGE-N7VR4-6S2FFO,BTC/USD
a,2024-11-12T06:50:50.097028074Z,2024-11-11 23:50:51.231642,89832.9,2.78294642,add,OPDZ34-T5IRA-SD3MRU,BTC/USD
a,2024-11-12T06:50:51.638628040Z,2024-11-11 23:50:51.231817,89828.0,0.01147803,add,OMOLGE-N7VR4-6S2FFO,BTC/USD
b,2024-11-12T06:50:51.649124199Z,2024-11-11 23:50:51.241924,3390.69,4.77708429,add,O7WBIW-DQNRB-ZLH72O,ETH/USD
b,2024-11-12T06:50:51.649990529Z,2024-11-11 23:50:51.242728,0.4004458,1001.57132358,add,O6GBNE-APUQK-O2ZPYM,DOGE/USD
b,2024-11-12T06:50:51.676831465Z,2024-11-11 23:50:51.269914,0.4007124,10552.40669968,add,O7IZVM-UT4KB-WHDJ6W,DOGE/USD
a,2024-11-12T06:50:51.676876834Z,2024-11-11 23:50:51.297266,0.4010561,11734.30722125,add,O4RSS4-D3FEL-P6AK5D,DOGE/USD
a,2024-11-12T06:50:51.676907002Z,2024-11-11 23:50:51.297382,0.4009737,33085.98253783,add,OWSR2B-CM3M3-PCAVU3,DOGE/USD
a,2024-11-12T06:50:51.677023593Z,2024-11-11 23:50:51.297493,0.4010561,14397.79653551,add,OOYJSV-XGUU3-RMFHKG,DOGE/USD
b,2024-11-12T06:50:51.677069436Z,2024-11-11 23:50:51.297582,0.4005642,23477.61593839,add,OC4MJN-JVBZF-BQDERK,DOGE/USD
a,2024-11-12T06:50:51.677090782Z,2024-11-11 23:50:51.297678,0.4010891,68782.26869878,add,OVF2LD-5YUFG-XPHNXD,DOGE/USD
b,2024-11-12T06:50:51.677103001Z,2024-11-11 23:50:51.297760,0.4006271,14337.00060529,add,OJPBUH-GKZHT-GKZ52F,DOGE/USD
a,2024-11-12T06:50:51.677245303Z,2024-11-11 23:50:51.297851,0.4010561,24130.23637344,add,OSJNSJ-3EXQJ-DZHHVS,DOGE/USD
a,2024-11-12T06:50:51.679592773Z,2024-11-11 23:50:51.297941,0.40106,2193.75,delete,O7RWEC-QFH3Q-HXRRQG,DOGE/USD
b,2024-11-12T06:50:51.679604616Z,2024-11-11 23:50:51.298023,0.4007124,2193.75,add,OCXOTO-3JHOS-66OV46,DOGE/USD
a,2024-11-12T06:50:51.679617838Z,2024-11-11 23:50:51.298104,0.4009537,2193.75,add,OOUHUB-MB76C-J35KVU,DOGE/USD
a,2024-11-12T06:50:51.679629050Z,2024-11-11 23:50:51.298193,0.4009389,2193.75,add,O3DAGZ-ERDR6-QUDX5J,DOGE/USD
b,2024-11-12T06:50:51.679654758Z,2024-11-11 23:50:51.298283,0.4007324,2193.75,add,OQ46SL-OARYA-NFHMXY,DOGE/USD
a,2024-11-12T06:50:51.679702932Z,2024-11-11 23:50:51.298373,0.4010361,2193.75,add,OSFLMV-PMULF-WED5YX,DOGE/USD
a,2024-11-12T06:50:51.679720705Z,2024-11-11 23:50:51.298469,0.4010161,2193.75,add,O3KVRI-4MSQX-PVCEQF,DOGE/USD
b,2024-11-12T06:50:51.680211020Z,2024-11-11 23:50:51.298603,0.4006425,2193.75,delete,OY7FHT-WBYL6-V3PGZS,DOGE/USD
b,2024-11-12T06:50:51.241327412Z,2024-11-11 23:50:51.298603,0.4005823,2193.75,add,OGD2XH-NKEAH-T3N7TY,DOGE/USD
a,2024-11-12T06:50:51.681025696Z,2024-11-11 23:50:51.298731,0.4009737,33085.98253783,delete,OWSR2B-CM3M3-PCAVU3,DOGE/USD
a,2024-11-12T06:50:50.936847733Z,2024-11-11 23:50:51.298731,0.401104,36912.60216176,add,OSUYUV-SZOQY-U6DEYD,DOGE/USD
a,2024-11-12T06:50:51.682504496Z,2024-11-11 23:50:51.298858,0.4009389,2193.75,delete,O3DAGZ-ERDR6-QUDX5J,DOGE/USD
a,2024-11-12T06:50:51.242451985Z,2024-11-11 23:50:51.298858,0.4011441,2193.75,add,OJYX4U-5XJTB-OY7AW3,DOGE/USD
a,2024-11-12T06:50:51.682797927Z,2024-11-11 23:50:51.298949,0.4010561,24130.23637344,delete,OSJNSJ-3EXQJ-DZHHVS,DOGE/USD
a,2024-11-12T06:50:51.684960916Z,2024-11-11 23:50:51.299039,0.4010561,14397.79653551,delete,OOYJSV-XGUU3-RMFHKG,DOGE/USD
