side,ts_event,ts_recv,price,size,action,order_id,symbol
a,2024-11-12T06:50:46.509640666Z,2024-11-11 23:50:46.102263,0.3997522,2193.75,delete,OMGX3D-CZO4Q-PTWYQP,DOGE/USD
a,2024-11-12T06:50:44.750618521Z,2024-11-11 23:50:46.102263,0.3999967,2193.75,add,OZZMGM-SYY3Z-S5R6WT,DOGE/USD
b,2024-11-12T06:50:46.513183783Z,2024-11-11 23:50:46.105898,0.3993439,9595.39421078,add,O5H7KR-BT3CL-NIXWDZ,DOGE/USD
a,2024-11-12T06:50:46.520805477Z,2024-11-11 23:50:46.113502,220.95,7.91,delete,OOBEC3-D5GLH-YKHBC7,SOL/USD
a,2024-11-12T06:50:46.521731260Z,2024-11-11 23:50:46.114663,89754.0,5.57078788,delete,OZTDKQ-KNNPK-Q5SPBZ,BTC/USD
a,2024-11-12T06:50:43.583391525Z,2024-11-11 23:50:46.114663,89755.0,2.78536066,add,OLCEQX-2NRLP-IIO7FA,BTC/USD
a,2024-11-12T06:50:46.522539071Z,2024-11-11 23:50:46.115551,0.399795,2193.75,delete,O5DGL4-TXRCZ-KZZYTP,DOGE/USD
a,2024-11-12T06:50:44.853011323Z,2024-11-11 23:50:46.115551,0.4000367,2193.75,add,OM7JIL-OWJDL-7GHZIU,DOGE/USD
a,2024-11-12T06:50:46.526532174Z,2024-11-11 23:50:46.121570,220.92,45.26530974,add,OGKDTF-AAHHJ-6F2UEW,SOL/USD
b,2024-11-12T06:50:46.526600594Z,2024-11-11 23:50:46.143662,220.87,45.27440021,add,O7EKGH-D73PO-AVFFG5,SOL/USD
a,2024-11-12T06:50:46.526673607Z,2024-11-11 23:50:46.143787,220.98,226.27270839,add,OILTI3-DBP2G-A2ZQR4,SOL/USD
a,2024-11-12T06:50:46.527171208Z,2024-11-11 23:50:46.143976,0.3999166,7433.0,delete,ODGH7Y-SVRJT-OF2X5P,DOGE/USD
a,2024-11-12T06:50:45.908296710Z,2024-11-11 23:50:46.143976,0.4000458,62073.95129823,add,OAK5ZY-VXQG6-YPMZJ3,DOGE/USD
a,2024-11-12T06:50:46.527511901Z,2024-11-11 23:50:46.144181,0.3998367,2193.75,delete,OFKEFX-VA3BK-3CFF54,DOGE/USD
a,2024-11-12T06:50:45.516877308Z,2024-11-11 23:50:46.144181,0.4000489,4000.0,add,OOYA2O-CHOKP-GNA6Y5,DOGE/USD
a,2024-11-12T06:50:46.530471816Z,2024-11-11 23:50:46.144330,89755.0,2.78536066,delete,OLCEQX-2NRLP-IIO7FA,BTC/USD
a,2024-11-12T06:50:44.805408513Z,2024-11-11 23:50:46.144330,89761.9,0.278702,add,OJ2UXL-G4YAX-M2MHQB,BTC/USD
a,2024-11-12T06:50:46.530802760Z,2024-11-11 23:50:46.144431,221.01,452.47322435,delete,OEL5Y4-Z6JPZ-KAPRY4,SOL/USD
b,2024-11-12T06:50:46.531702769Z,2024-11-11 23:50:46.144637,89705.7,0.049,add,OUUB5C-UDHUD-JQXLOV,BTC/USD
a,2024-11-12T06:50:46.531702781Z,2024-11-11 23:50:46.144637,89704.9,0.0,delete,OW2YXD-S4OKV-GZKDXM,BTC/USD
a,2024-11-12T06:50:46.531702797Z,2024-11-11 23:50:46.144637,89704.9,0.0,delete,OKGDKV-NYY6Y-TJRA4R,BTC/USD
a,2024-11-12T06:50:38.329410919Z,2024-11-11 23:50:46.144637,89763.0,9.11e-05,add,OTXOXO-3NI5G-NQG6T6,BTC/USD
b,2024-11-12T06:50:46.531702769Z,2024-11-11 23:50:46.144727,89705.7,0.048,modify,OUUB5C-UDHUD-JQXLOV,BTC/USD
b,2024-11-12T06:50:46.531702813Z,2024-11-11 23:50:46.144859,89705.7,0.048,delete,OUUB5C-UDHUD-JQXLOV,BTC/USD
b,2024-11-12T06:50:39.068512807Z,2024-11-11 23:50:46.144859,89696.3,0.3375,add,OKQMSE-NLZFS-AJM2QK,BTC/USD
a,2024-11-12T06:50:46.533839298Z,2024-11-11 23:50:46.144990,220.92,45.26530974,delete,OGKDTF-AAHHJ-6F2UEW,SOL/USD
a,2024-11-12T06:50:39.867039066Z,2024-11-11 23:50:46.144990,221.09,452.32039646,add,OC4QEP-4EJJY-PJXFWX,SOL/USD
a,2024-11-12T06:50:46.535062613Z,2024-11-11 23:50:46.145682,89730.1,0.0001,delete,O2FDFB-7JXEO-PP4C2W,BTC/USD
a,2024-11-12T06:50:27.248192375Z,2024-11-11 23:50:46.145682,89763.6,0.02230074,add,OTZ22O-2PXFV-B4QAJA,BTC/USD
a,2024-11-12T06:50:46.535062617Z,2024-11-11 23:50:46.145786,89735.1,0.0001,add,O27ZSK-EMXA5-DCJL7V,BTC/USD
a,2024-11-12T06:50:46.535157444Z,2024-11-11 23:50:46.145922,89745.4,0.234924,delete,OACX7G-OOMTG-S4FUT5,BTC/USD
a,2024-11-12T06:50:27.248192375Z,2024-11-11 23:50:46.145922,89763.6,0.02230074,add,OTZ22O-2PXFV-B4QAJA,BTC/USD
a,2024-11-12T06:50:46.535196671Z,2024-11-11 23:50:46.146074,0.399771,11510.00612699,delete,OQX3TN-5YIZW-W4HMJ6,DOGE/USD
a,2024-11-12T06:50:43.804303912Z,2024-11-11 23:50:46.146074,0.4000598,7290.0,add,OPWRLL-PHFZO-K66RH6,DOGE/USD
a,2024-11-12T06:50:46.535828111Z,2024-11-11 23:50:46.146217,3391.7,73.70939275,delete,OG3Q4D-F4KP4-OIMQA5,ETH/USD
a,2024-11-12T06:50:44.883729207Z,2024-11-11 23:50:46.146217,3392.51,18.43446807,add,OXRX4K-RP777-5OB22F,ETH/USD
b,2024-11-12T06:50:46.539425026Z,2024-11-11 23:50:46.146321,89704.9,0.04454749,add,O6Y4H4-LQJVQ-KKCNXM,BTC/USD
b,2024-11-12T06:50:46.539839416Z,2024-11-11 23:50:46.146419,89704.9,0.25,add,OWSMX5-6HTUB-EI6IZG,BTC/USD
b,2024-11-12T06:50:46.540111725Z,2024-11-11 23:50:46.146520,89704.8,0.48,delete,OFCOM6-ZV67F-V3V6LI,BTC/USD
b,2024-11-12T06:50:46.540175575Z,2024-11-11 23:50:46.146615,89709.2,0.3375,add,OE5IYL-3GBYN-YIW5US,BTC/USD
b,2024-11-12T06:50:46.540206804Z,2024-11-11 23:50:46.146751,89699.9,0.3375,delete,OU735X-4PGIW-Q4C7ST,BTC/USD
b,2024-11-12T06:50:39.472411057Z,2024-11-11 23:50:46.146751,89696.4,1.71690279,add,O7PTMX-RX5X4-FNVRTX,BTC/USD
b,2024-11-12T06:50:46.540317916Z,2024-11-11 23:50:46.146850,89713.7,0.3375,add,OVYJZD-VB42T-SV7GH6,BTC/USD
b,2024-11-12T06:50:46.540502655Z,2024-11-11 23:50:46.155723,89706.3,0.48,add,OCZGTZ-T7477-PL3H5T,BTC/USD
b,2024-11-12T06:50:46.540529109Z,2024-11-11 23:50:46.155851,89704.8,0.19368138,delete,OORRDM-CS5LC-SGZRTZ,BTC/USD
b,2024-11-12T06:50:46.540544775Z,2024-11-11 23:50:46.155944,89718.9,0.19365094,add,OPY3HR-WJGIO-WHRDKZ,BTC/USD
b,2024-11-12T06:50:46.540623970Z,2024-11-11 23:50:46.156178,0.3994352,27003.78444538,delete,ONEQOK-GLAFM-WZ5DQW,DOGE/USD
b,2024-11-12T06:50:43.228524560Z,2024-11-11 23:50:46.156178,0.399127,5631.01938712,add,OEF7MD-WPV35-USCX3F,DOGE/USD
b,2024-11-12T06:50:46.541054735Z,2024-11-11 23:50:46.156300,89704.9,0.4,add,OT2MML-RTVVR-PJ65FM,BTC/USD
a,2024-11-12T06:50:46.541367253Z,2024-11-11 23:50:46.156437,3389.55,0.57679728,delete,OUETQV-U5R2K-3UF3WT,ETH/USD
a,2024-11-12T06:50:44.536822405Z,2024-11-11 23:50:46.156437,3392.52,1.0,add,OBC63I-ECBZX-65EN67,ETH/USD
b,2024-11-12T06:50:46.544209900Z,2024-11-11 23:50:46.156538,89704.9,0.1330028,add,OI4TYR-TU6SA-AU744O,BTC/USD
b,2024-11-12T06:50:46.545392696Z,2024-11-11 23:50:46.156664,89704.8,0.02229535,delete,ODT5FR-CMFNT-YPH47D,BTC/USD
b,2024-11-12T06:50:46.545392700Z,2024-11-11 23:50:46.156763,89718.9,0.02229184,add,OLSQVO-7MQ5D-23PAH3,BTC/USD
b,2024-11-12T06:50:46.545843701Z,2024-11-11 23:50:46.156875,89718.9,1.78264211,add,OEP6UQ-25INX-BZZ4LE,BTC/USD
a,2024-11-12T06:50:46.546447126Z,2024-11-11 23:50:46.156974,3390.73,0.84574642,add,OEQC52-4O55L-LELAOV,ETH/USD
b,2024-11-12T06:50:46.546649996Z,2024-11-11 23:50:46.157108,89704.8,1.78308269,delete,OKMR5J-6GEV2-KKTRZN,BTC/USD
b,2024-11-12T06:50:46.546894855Z,2024-11-11 23:50:46.162225,89704.2,1.71675269,delete,O2QD3Q-NTRBY-DIO65K,BTC/USD
b,2024-11-12T06:50:39.630685759Z,2024-11-11 23:50:46.162225,89701.0,3.38903388,add,OEIMQK-RW7CG-AUOLOR,BTC/USD
b,2024-11-12T06:50:43.637253161Z,2024-11-11 23:50:46.162225,89701.0,0.01850213,add,OIA6DS-RSJ7P-2YPGUV,BTC/USD
b,2024-11-12T06:50:46.546917690Z,2024-11-11 23:50:46.162446,89702.1,3.3889943,delete,OAHCWD-IAWTJ-JNHHWU,BTC/USD
b,2024-11-12T06:50:45.142295249Z,2024-11-11 23:50:46.162446,89700.2,0.00565744,add,OREKVQ-UWVVA-KSGJ7M,BTC/USD
b,2024-11-12T06:50:46.546976956Z,2024-11-11 23:50:46.162697,89701.0,3.38903388,delete,OEIMQK-RW7CG-AUOLOR,BTC/USD
b,2024-11-12T06:50:46.547245956Z,2024-11-11 23:50:46.162950,89713.7,0.3375,add,OC72RK-C2D4B-5LNPM4,BTC/USD
b,2024-11-12T06:50:46.547393475Z,2024-11-11 23:50:46.163172,89709.2,0.3375,delete,OE5IYL-3GBYN-YIW5US,BTC/USD
b,2024-11-12T06:50:39.472411057Z,2024-11-11 23:50:46.163172,89696.4,1.71690279,add,O7PTMX-RX5X4-FNVRTX,BTC/USD
b,2024-11-12T06:50:46.547401667Z,2024-11-11 23:50:46.163725,89706.3,0.48,delete,OCZGTZ-T7477-PL3H5T,BTC/USD
b,2024-11-12T06:50:39.068512807Z,2024-11-11 23:50:46.163725,89696.3,0.3375,add,OKQMSE-NLZFS-AJM2QK,BTC/USD
b,2024-11-12T06:50:46.547418557Z,2024-11-11 23:50:46.163984,89715.2,0.48,add,O6YAJ2-FKGOI-CJGWUV,BTC/USD
b,2024-11-12T06:50:46.547541278Z,2024-11-11 23:50:46.164218,89704.8,0.3375,delete,O2Z5Y4-BCFKT-SNYIC5,BTC/USD
b,2024-11-12T06:50:39.631170949Z,2024-11-11 23:50:46.164433,89704.8,0.0002337,delete,OQWSW4-XHUHQ-DFGFBO,BTC/USD
b,2024-11-12T06:50:46.548114022Z,2024-11-11 23:50:46.164910,89718.9,0.0002337,add,OQWSW4-XHUHQ-DFGFBO,BTC/USD
a,2024-11-12T06:50:46.548159625Z,2024-11-11 23:50:46.165249,3390.74,2.7,delete,OTGU2U-ZBRBZ-BBLGYA,ETH/USD
a,2024-11-12T06:50:44.536822405Z,2024-11-11 23:50:46.165249,3392.52,1.0,add,OBC63I-ECBZX-65EN67,ETH/USD
a,2024-11-12T06:50:46.548246422Z,2024-11-11 23:50:46.165415,3390.74,2.7,add,OWLXD6-V2UJN-TM7BMT,ETH/USD
b,2024-11-12T06:50:46.548263365Z,2024-11-11 23:50:46.165591,220.8,153.9791407,delete,ODL55J-576NL-375UWI,SOL/USD
b,2024-11-12T06:50:46.548355431Z,2024-11-11 23:50:46.166015,89704.8,1.71674202,delete,OGG7PQ-QCT5H-VFLTV2,BTC/USD
b,2024-11-12T06:50:46.548805011Z,2024-11-11 23:50:46.166166,3387.86,0.23844694,add,OJ2HNK-G4GCS-KV5L4W,ETH/USD
b,2024-11-12T06:50:46.550452569Z,2024-11-11 23:50:46.166611,89713.7,0.3375,delete,OC72RK-C2D4B-5LNPM4,BTC/USD
b,2024-11-12T06:50:46.550564390Z,2024-11-11 23:50:46.166827,89718.9,0.3375,add,OPCTRO-AQCAV-VUOVRU,BTC/USD
a,2024-11-12T06:50:46.553813413Z,2024-11-11 23:50:46.167288,3390.57,2.7,add,OWI2NS-RXQUT-LIFG6N,ETH/USD
a,2024-11-12T06:50:46.553934740Z,2024-11-11 23:50:46.185384,3390.69,0.09932557,add,OW2E3E-LWAWV-HOQJPU,ETH/USD
a,2024-11-12T06:50:46.553968770Z,2024-11-11 23:50:46.185603,3390.59,0.11047704,add,OWY3AC-RLOZF-BUXZ76,ETH/USD
b,2024-11-12T06:50:46.554018804Z,2024-11-11 23:50:46.185802,89704.9,0.1,add,OKFV2K-EOXCZ-YEF3B6,BTC/USD
a,2024-11-12T06:50:46.554032483Z,2024-11-11 23:50:46.186308,3390.89,0.11047704,delete,O5SM2H-OUKWC-N36HIX,ETH/USD
a,2024-11-12T06:50:45.037276713Z,2024-11-11 23:50:46.186308,3392.49,1.472,add,OFPWIZ-FNSMP-DUH5BO,ETH/USD
a,2024-11-12T06:50:45.039269800Z,2024-11-11 23:50:46.186308,3392.49,2.956,add,OZ73BX-QCKBR-OLLTFD,ETH/USD
b,2024-11-12T06:50:46.554381173Z,2024-11-11 23:50:46.186836,89702.2,0.00446261,delete,OLTGHI-KZVPA-6J7IL7,BTC/USD
b,2024-11-12T06:50:39.068512807Z,2024-11-11 23:50:46.186836,89696.3,0.3375,add,OKQMSE-NLZFS-AJM2QK,BTC/USD
a,2024-11-12T06:50:46.555395947Z,2024-11-11 23:50:46.187047,3390.99,0.11047704,delete,OUJPMX-4RBLL-VLI3NW,ETH/USD
a,2024-11-12T06:50:45.001764838Z,2024-11-11 23:50:46.187047,3392.5,73.69196974,add,O7KSEL-QULB4-NSHO24,ETH/USD
b,2024-11-12T06:50:46.556871519Z,2024-11-11 23:50:46.187299,220.77,10.19004433,add,OYNZAH-TYRF5-JFVVRX,SOL/USD
a,2024-11-12T06:50:46.557300363Z,2024-11-11 23:50:46.187481,89750.2,0.00556897,delete,OZP3L7-JFB7B-RTIBHU,BTC/USD
a,2024-11-12T06:50:43.316362776Z,2024-11-11 23:50:46.187481,89772.7,0.22636655,add,OUBHTJ-WA2EU-VFCPUB,BTC/USD
a,2024-11-12T06:50:46.557516286Z,2024-11-11 23:50:46.187898,89725.2,0.00556897,delete,OOHOSZ-GLLLF-OAJAPD,BTC/USD
a,2024-11-12T06:50:15.701677315Z,2024-11-11 23:50:46.187898,89772.8,0.3375,add,OR2CEL-GH6V2-L2PII6,BTC/USD
a,2024-11-12T06:50:46.559380322Z,2024-11-11 23:50:46.188205,3390.69,0.09932557,delete,OW2E3E-LWAWV-HOQJPU,ETH/USD
a,2024-11-12T06:50:44.883729207Z,2024-11-11 23:50:46.188205,3392.51,18.43446807,add,OXRX4K-RP777-5OB22F,ETH/USD
a,2024-11-12T06:50:46.559401680Z,2024-11-11 23:50:46.188818,3390.59,0.11047704,delete,OWY3AC-RLOZF-BUXZ76,ETH/USD
a,2024-11-12T06:50:44.536822405Z,2024-11-11 23:50:46.188818,3392.52,1.0,add,OBC63I-ECBZX-65EN67,ETH/USD
a,2024-11-12T06:50:46.564316788Z,2024-11-11 23:50:46.189043,221.06,77.16644803,delete,ORWNDA-LJXIN-FLT7N3,SOL/USD
b,2024-11-12T06:50:46.564512076Z,2024-11-11 23:50:46.189321,89718.9,0.0378,add,O24LUB-G5ILX-VFM6W5,BTC/USD
b,2024-11-12T06:50:46.566352478Z,2024-11-11 23:50:46.189800,89704.8,0.0378,delete,OB7UCE-2VJUS-5NJ3DK,BTC/USD
a,2024-11-12T06:50:46.567871244Z,2024-11-11 23:50:46.190003,89764.9,0.00556897,add,O227RH-CP633-CUDXPC,BTC/USD
a,2024-11-12T06:50:46.568395246Z,2024-11-11 23:50:46.190473,89740.5,0.00556897,add,OHHSZE-KAK7G-HW32Z5,BTC/USD
a,2024-11-12T06:50:46.569529172Z,2024-11-11 23:50:46.190720,3390.91,0.11047704,add,OFNIXM-PJ6HN-KGG2PN,ETH/USD
b,2024-11-12T06:50:46.571761029Z,2024-11-11 23:50:46.190898,89704.8,0.04454749,delete,OSQPUM-VNLOX-6AODWU,BTC/USD
b,2024-11-12T06:50:46.571946699Z,2024-11-11 23:50:46.193972,89718.9,0.04454749,add,ODTR6R-XSPCT-ZX3F44,BTC/USD
b,2024-11-12T06:50:46.572066051Z,2024-11-11 23:50:46.194068,89704.8,0.25,delete,O67MDO-XBNUA-GB6GRS,BTC/USD
a,2024-11-12T06:50:46.572546202Z,2024-11-11 23:50:46.194168,3391.01,0.11047704,add,ONA67G-Z4VW4-EUXCRG,ETH/USD
b,2024-11-12T06:50:46.573168477Z,2024-11-11 23:50:46.198325,89718.9,1.71647222,add,OWKW6M-B5EQY-QTGJOP,BTC/USD
b,2024-11-12T06:50:46.573286446Z,2024-11-11 23:50:46.198751,89718.3,1.71648233,add,OXC5SC-NKHDJ-HGKJZF,BTC/USD
b,2024-11-12T06:50:46.573529469Z,2024-11-11 23:50:46.198956,89717.4,1.71649901,add,OB2EHJ-R4HWN-YHXNAH,BTC/USD
b,2024-11-12T06:50:46.573670015Z,2024-11-11 23:50:46.224645,89716.3,3.3884573,add,OY6M6O-Y3OSH-YTRE4X,BTC/USD
b,2024-11-12T06:50:46.573718572Z,2024-11-11 23:50:46.224743,89715.3,3.38849563,add,ORYR5V-X3OIT-AE5VAB,BTC/USD
b,2024-11-12T06:50:46.573929769Z,2024-11-11 23:50:46.224826,89712.1,3.38861725,add,O3QKTF-K5URN-P5RL5M,BTC/USD
b,2024-11-12T06:50:46.577385466Z,2024-11-11 23:50:46.224931,89704.9,0.1330028,delete,OI4TYR-TU6SA-AU744O,BTC/USD
b,2024-11-12T06:50:46.577520555Z,2024-11-11 23:50:46.225020,89704.9,0.1,delete,OKFV2K-EOXCZ-YEF3B6,BTC/USD
b,2024-11-12T06:50:46.577562301Z,2024-11-11 23:50:46.225101,89718.9,0.1,add,OYZUJW-WQWWJ-QPJ3GK,BTC/USD
a,2024-11-12T06:50:46.577725067Z,2024-11-11 23:50:46.225180,89752.0,0.0378,add,OBFTFC-2IKZW-DY3LWO,BTC/USD
a,2024-11-12T06:50:46.578312322Z,2024-11-11 23:50:46.225292,89744.8,0.01939681,delete,OSX534-GXGU2-ULJ4QM,BTC/USD
a,2024-11-12T06:50:46.567871244Z,2024-11-11 23:50:46.225292,89764.9,0.00556897,add,O227RH-CP633-CUDXPC,BTC/USD
b,2024-11-12T06:50:46.578430939Z,2024-11-11 23:50:46.225405,89715.2,0.48,delete,O6YAJ2-FKGOI-CJGWUV,BTC/USD
b,2024-11-12T06:50:39.630769669Z,2024-11-11 23:50:46.225405,89703.3,1.71677015,add,OESEK3-YCCTT-GPR77R,BTC/USD
b,2024-11-12T06:50:46.578483594Z,2024-11-11 23:50:46.227882,89718.9,0.48,add,OJ3BXA-NU6OO-L45RAL,BTC/USD
b,2024-11-12T06:50:46.585658869Z,2024-11-11 23:50:46.227987,220.78,221.93651021,add,OQP6IH-7RIN7-WG3EO7,SOL/USD
b,2024-11-12T06:50:46.591204891Z,2024-11-11 23:50:46.228074,220.74,10.19004433,delete,O42FCR-FUKJM-XG3BD2,SOL/USD
a,2024-11-12T06:50:46.594679387Z,2024-11-11 23:50:46.228626,89752.0,0.0378,delete,OBFTFC-2IKZW-DY3LWO,BTC/USD
a,2024-11-12T06:50:43.316362776Z,2024-11-11 23:50:46.228626,89772.7,0.22636655,add,OUBHTJ-WA2EU-VFCPUB,BTC/USD
a,2024-11-12T06:50:46.597324137Z,2024-11-11 23:50:46.228711,221.0,34.03580331,delete,OVD6II-J7IGO-OVSJAD,SOL/USD
a,2024-11-12T06:50:46.597465897Z,2024-11-11 23:50:46.228792,221.05,34.03580331,add,OVCOXZ-NF67Q-SSWS2V,SOL/USD
a,2024-11-12T06:50:46.597941856Z,2024-11-11 23:50:46.228872,221.0,18.11682448,delete,OGVJF5-MRLAU-JLFW53,SOL/USD
b,2024-11-12T06:50:46.600961982Z,2024-11-11 23:50:46.228965,220.88,77.16644803,add,O5IZRC-ZPEIY-ZSQSVR,SOL/USD
a,2024-11-12T06:50:46.248057353Z,2024-11-11 23:50:46.239694,89744.7,0.01147803,delete,OMOLGE-N7VR4-6S2FFO,BTC/USD
a,2024-11-12T06:50:15.701677315Z,2024-11-11 23:50:46.239694,89772.8,0.3375,add,OR2CEL-GH6V2-L2PII6,BTC/USD
a,2024-11-12T06:50:46.614031431Z,2024-11-11 23:50:46.239867,89751.9,0.01147803,add,OMOLGE-N7VR4-6S2FFO,BTC/USD
a,2024-11-12T06:50:46.616949565Z,2024-11-11 23:50:46.245420,89772.7,0.22636655,delete,OUBHTJ-WA2EU-VFCPUB,BTC/USD
a,2024-11-12T06:50:15.701677315Z,2024-11-11 23:50:46.245420,89772.8,0.3375,add,OR2CEL-GH6V2-L2PII6,BTC/USD
b,2024-11-12T06:50:46.619118365Z,2024-11-11 23:50:46.245557,89704.8,0.1,delete,OLUYU3-ZEK2T-34LZ6M,BTC/USD
b,2024-11-12T06:50:46.619653314Z,2024-11-11 23:50:46.245655,89704.9,0.04454749,delete,O6Y4H4-LQJVQ-KKCNXM,BTC/USD
a,2024-11-12T06:50:46.622727619Z,2024-11-11 23:50:46.247372,3390.57,2.7,add,O4DH3B-56FHX-UYR3GD,ETH/USD
a,2024-11-12T06:50:46.623630762Z,2024-11-11 23:50:46.280868,89772.6,0.01918709,add,O5X6WV-TIVHS-JDMT7K,BTC/USD
a,2024-11-12T06:50:46.626389275Z,2024-11-11 23:50:46.281376,3391.1,5.9,add,O5KA2Y-BP3O4-O3IIEY,ETH/USD
b,2024-11-12T06:50:46.629403853Z,2024-11-11 23:50:46.281638,89704.8,0.03990872,add,OXTABH-7CDYR-U3ONBC,BTC/USD
a,2024-11-12T06:50:46.633761336Z,2024-11-11 23:50:46.281872,89757.8,0.234924,add,O5LFYK-OMEA7-5526NS,BTC/USD
a,2024-11-12T06:50:46.640497693Z,2024-11-11 23:50:46.282670,89757.8,0.234924,delete,O5LFYK-OMEA7-5526NS,BTC/USD
a,2024-11-12T06:50:46.623630762Z,2024-11-11 23:50:46.282670,89772.6,0.01918709,add,O5X6WV-TIVHS-JDMT7K,BTC/USD
a,2024-11-12T06:50:46.614031431Z,2024-11-11 23:50:46.282955,89751.9,0.01147803,delete,OMOLGE-N7VR4-6S2FFO,BTC/USD
a,2024-11-12T06:50:15.701677315Z,2024-11-11 23:50:46.282955,89772.8,0.3375,add,OR2CEL-GH6V2-L2PII6,BTC/USD
a,2024-11-12T06:50:46.644254769Z,2024-11-11 23:50:46.283139,89761.8,0.01147803,add,OMOLGE-N7VR4-6S2FFO,BTC/USD
a,2024-11-12T06:50:46.644729588Z,2024-11-11 23:50:46.283344,220.94,45.26168906,add,OMIMII-DTPB7-B7TRL5,SOL/USD
b,2024-11-12T06:50:46.644894336Z,2024-11-11 23:50:46.283803,220.88,45.27345164,add,O2RJ7X-AMC3Z-CHD5GE,SOL/USD
b,2024-11-12T06:50:46.644932338Z,2024-11-11 23:50:46.286603,220.85,99.61512338,add,OMRLPO-T6ATB-ZPYATK,SOL/USD
b,2024-11-12T06:50:46.647461830Z,2024-11-11 23:50:46.286716,3389.18,45.4386376,add,OMKT6O-BDBVR-FMHNW4,ETH/USD
a,2024-11-12T06:50:46.647502834Z,2024-11-11 23:50:46.286807,3390.56,73.73416503,add,OUVJWW-TZ2HA-HMUNDU,ETH/USD
b,2024-11-12T06:50:46.647551756Z,2024-11-11 23:50:46.286930,3389.07,45.440076,add,OSDU7U-U74H5-CIC7OH,ETH/USD
a,2024-11-12T06:50:46.647565203Z,2024-11-11 23:50:46.287079,3390.25,73.74098054,add,OFP5IE-NYKPJ-26MV72,ETH/USD
a,2024-11-12T06:50:46.647619405Z,2024-11-11 23:50:46.287227,3390.64,73.73240342,add,OABXVK-S65Z4-IAPTOM,ETH/USD
b,2024-11-12T06:50:46.647663568Z,2024-11-11 23:50:46.287387,3388.53,45.44735515,add,O3SWYL-CJ2MJ-BLUUVF,ETH/USD
a,2024-11-12T06:50:46.647731752Z,2024-11-11 23:50:46.292343,3391.22,73.71992996,add,OV3BUC-XHHAN-YO5NNS,ETH/USD
b,2024-11-12T06:50:46.650203776Z,2024-11-11 23:50:46.292451,3389.43,0.59006971,add,O5TYCQ-PVNTV-OOXUOQ,ETH/USD
a,2024-11-12T06:50:46.650233209Z,2024-11-11 23:50:46.292536,3390.4,2.7,add,OMUMEO-TJZIZ-UFEX55,ETH/USD
a,2024-11-12T06:50:46.650260387Z,2024-11-11 23:50:46.292665,3390.74,2.7,delete,OWLXD6-V2UJN-TM7BMT,ETH/USD
a,2024-11-12T06:50:46.647731752Z,2024-11-11 23:50:46.292665,3391.22,73.71992996,add,OV3BUC-XHHAN-YO5NNS,ETH/USD
a,2024-11-12T06:50:46.650301029Z,2024-11-11 23:50:46.292764,3390.57,2.7,delete,O4DH3B-56FHX-UYR3GD,ETH/USD
b,2024-11-12T06:50:46.651964835Z,2024-11-11 23:50:46.292855,3388.74,2.7,add,OAP4DR-WP5TX-XJHZKA,ETH/USD
a,2024-11-12T06:50:46.652273697Z,2024-11-11 23:50:46.293340,3390.25,73.74098054,delete,OFP5IE-NYKPJ-26MV72,ETH/USD
a,2024-11-12T06:50:46.336028459Z,2024-11-11 23:50:46.293340,3391.69,0.0087801,add,OQS3QQ-M7SGB-VFEJNZ,ETH/USD
b,2024-11-12T06:50:46.652303907Z,2024-11-11 23:50:46.293601,3389.18,45.4386376,delete,OMKT6O-BDBVR-FMHNW4,ETH/USD
b,2024-11-12T06:50:46.301527688Z,2024-11-11 23:50:46.293601,3387.85,0.84574642,add,OUXS4Q-MGTPB-L2PK6Z,ETH/USD
b,2024-11-12T06:50:46.652323354Z,2024-11-11 23:50:46.293798,3389.43,0.59006971,delete,O5TYCQ-PVNTV-OOXUOQ,ETH/USD
b,2024-11-12T06:50:44.649611052Z,2024-11-11 23:50:46.293798,3387.73,4.0,add,O2GLIA-QK2PC-XJNFIC,ETH/USD
a,2024-11-12T06:50:46.652361069Z,2024-11-11 23:50:46.294003,3390.56,73.73416503,delete,OUVJWW-TZ2HA-HMUNDU,ETH/USD
a,2024-11-12T06:50:44.537436069Z,2024-11-11 23:50:46.294003,3391.72,2.7,add,ONVWKG-5DCC4-ROKTA2,ETH/USD
a,2024-11-12T06:50:46.653181109Z,2024-11-11 23:50:46.294250,3390.93,2.7,add,OJPLAL-L6MWZ-KVPFST,ETH/USD
b,2024-11-12T06:50:46.654230417Z,2024-11-11 23:50:46.294423,3388.4,2.7,add,OZ4HUQ-4VS4R-YW5I2A,ETH/USD
a,2024-11-12T06:50:46.655119823Z,2024-11-11 23:50:46.294856,3390.57,2.7,delete,OWI2NS-RXQUT-LIFG6N,ETH/USD
a,2024-11-12T06:50:44.537436069Z,2024-11-11 23:50:46.294856,3391.72,2.7,add,ONVWKG-5DCC4-ROKTA2,ETH/USD
a,2024-11-12T06:50:46.655909652Z,2024-11-11 23:50:46.295062,3390.39,73.73782957,add,OOTPQV-LJORE-33Q76J,ETH/USD
a,2024-11-12T06:50:46.655931792Z,2024-11-11 23:50:46.295209,3391.0,0.16155838,add,O7C5DD-QELFG-HZ7LL6,ETH/USD
a,2024-11-12T06:50:46.661074273Z,2024-11-11 23:50:46.295437,220.94,7.909,add,OIYTFF-47XKU-JKR72R,SOL/USD
a,2024-11-12T06:50:46.680504008Z,2024-11-11 23:50:46.295537,3390.56,0.0087801,add,OQS3QQ-M7SGB-VFEJNZ,ETH/USD
